R                       Z                        solid.sr           solid.sz         solid.srz         solid.sphi        u                  w
0.13570408163265307       8.163265306122448E-4     -9.764999156075065       -10.620142831797528      -7.830431922756294E-4    35.11221707120395        15.522179566183853       -0.007971587908901252
0.13570408163265307       0.0012244897959183673    -9.76512147143167        -10.619533382724578      -0.0012992216101762627   35.10001287854876        15.521895684095108       -0.011944190384672837
0.13570408163265307       0.0016326530612244896    -9.765205362576536       -10.618812192054687      -0.0018190887287764352   35.08312935239241        15.521498268602729       -0.015900951806692484
0.13570408163265307       0.002040816326530612     -9.765294857217315       -10.61772147732216       -0.0022009900150565236   35.06125010671439        15.520987401459804       -0.019836590991586238
0.13570408163265307       0.0024489795918367346    -9.7654008277108         -10.61637477869464       -0.002612788915674934    35.03460467033175        15.520363170906075       -0.023745747888608688
0.13570408163265307       0.002857142857142857     -9.765524527858629       -10.614695345190995      -0.0030886634451644003   35.00313086724683        15.51962564334054        -0.027623064051820755
0.13570408163265307       0.0032653061224489793    -9.765678789622143       -10.612761891737424      -0.0037238414338872008   34.96655614139674        15.518774854594865       -0.03146309202789512
0.13570408163265307       0.003673469387755102     -9.765854029147896       -10.610515210564042      -0.004400978197217634    34.92512981277988        15.517810877488989       -0.035260357463394475
0.13570408163265307       0.004081632653061224     -9.766056774008673       -10.607970485810934      -0.0050549616300125475   34.87865198178439        15.51673384985369        -0.0390093341791202
0.13570408163265307       0.004489795918367346     -9.766272289044771       -10.605026119603856      -0.005678312468444198    34.82711441752421        15.51554398791924        -0.04270439135622239
0.13570408163265307       0.004897959183673469     -9.76650979678525        -10.601699136543886      -0.006358894651032811    34.77060784398572        15.514241482715338       -0.046339851902744734
0.13570408163265307       0.005306122448979591     -9.766762209690134       -10.597867499564517      -0.007225894327536578    34.70887006690568        15.51282652795683        -0.04990994113883746
0.13570408163265307       0.005714285714285714     -9.767043338065434       -10.593605796866756      -0.00820090505969875     34.64195474670111        15.511299313196137       -0.05340876372046284
0.13570408163265307       0.0061224489795918356    -9.767356265420721       -10.588895290740012      -0.009249803556150389    34.56987770131119        15.509660127134078       -0.05683036403634497
0.13570408163265307       0.0065306122448979586    -9.76767933798765        -10.583621446649538      -0.010225011574409427    34.49232641988608        15.507909365781321       -0.060168650624722174
0.13570408163265307       0.0069387755102040816    -9.768025422291968       -10.577784239112622      -0.011284667371431282    34.409516065763995       15.506047469354135       -0.06341741042015882
0.13570408163265307       0.007346938775510204     -9.768388985055374       -10.571262042937596      -0.012487623286055578    34.32129892263491        15.504074899044546       -0.0665703263064856
0.13570408163265307       0.007755102040816327     -9.768785397247152       -10.564042228218216      -0.013900792292826472    34.22740434853641        15.501992128599833       -0.06962088880446
0.13570408163265307       0.008163265306122448     -9.769207966310606       -10.55610615128682       -0.015415098886304924    34.12801730563315        15.499799746628275       -0.07256247981729173
0.13570408163265307       0.008571428571428572     -9.769662136769503       -10.547478433007516      -0.01694812103485072     34.02282073947693        15.497498479589163       -0.07538833671313908
0.13570408163265307       0.008979591836734692     -9.770128489773462       -10.538013885574765      -0.018518007415621634    33.91182893834614        15.495089217273872       -0.07809150031740882
0.13570408163265307       0.009387755102040816     -9.770621531310642       -10.527698407749693      -0.020198450486638424    33.79506071798659        15.492572896872689       -0.08066487558019675
0.13570408163265307       0.009795918367346938     -9.771144558200552       -10.516255158964142      -0.022148291674215833    33.67211279288154        15.489950548911542       -0.08310115437644522
0.13570408163265307       0.010204081632653062     -9.77170821664225        -10.503846856832444      -0.024237561516490938    33.5430807077809         15.487223316662284       -0.0853928125814763
0.13570408163265307       0.010612244897959184     -9.77231595364972        -10.490475816600624      -0.026429317496190454    33.40784511398411        15.484392567664024       -0.08753218726179061
0.13570408163265307       0.011020408163265308     -9.77293082134205        -10.47606301022093       -0.028583541456793322    33.266052393193355       15.481459937588113       -0.08951138466305407
0.13570408163265307       0.011428571428571429     -9.773580980823613       -10.460545885030895      -0.03084617567389036     33.11787140472345        15.4784272331852         -0.09132230894246122
0.13570408163265307       0.01183673469387755      -9.774272429859632       -10.443700537532573      -0.03329373290276434     32.96301879328615        15.475296443647387       -0.09295666010895227
0.13570408163265307       0.012244897959183675     -9.775030750757086       -10.425493010996268      -0.03594879121626323     32.801196521492486       15.472069750316631       -0.09440582693789007
0.13570408163265307       0.012653061224489797     -9.775841192741709       -10.406026242742026      -0.03869106346490607     32.632525841914386       15.46874966790938        -0.09566104107530711
0.13570408163265307       0.01306122448979592      -9.776700779982487       -10.385531245870625      -0.04137446334099581     32.45647667149209        15.465339093317825       -0.09671332368522549
0.13570408163265307       0.013469387755102043     -9.777594637140185       -10.363797217923171      -0.044021907632561086    32.27310689043754        15.461841354333675       -0.09755344757762695
0.13570408163265307       0.013877551020408165     -9.778555179362867       -10.340847119907263      -0.046669669613284684    32.08232832090657        15.45826007510906        -0.09817199423048016
0.13570408163265307       0.014285714285714287     -9.779638355912612       -10.316168005428839      -0.04949448711092823     31.8834926761862         15.454599276254836       -0.09855925102086908
0.13570408163265307       0.01469387755102041      -9.780827930391427       -10.290326449400782      -0.05224673042045614     31.676753983513404       15.450863448942075       -0.09870527489828532
0.13570408163265307       0.01510204081632653      -9.782140686606745       -10.263616807894364      -0.05479613404419209     31.46174096866834        15.447057688394182       -0.0986000202929352
0.13570408163265307       0.015510204081632653     -9.78352772907786        -10.236262903431028      -0.05687132576318819     31.237987144966656       15.443187835823295       -0.09823326724751733
0.13570408163265307       0.015918367346938776     -9.785072936722168       -10.208229201672308      -0.058564143894693055    31.005583674908678       15.439260313954467       -0.09759466009026738
0.13570408163265307       0.0163265306122449       -9.78686043267846        -10.179398583064101      -0.059866736752102905    30.7639595795262         15.435282212412405       -0.0966737254727376
0.13570408163265307       0.016734693877551023     -9.788941072013177       -10.150118465336227      -0.06062729558711778     30.51271803216049        15.431261357985573       -0.095459791693602
0.13570408163265307       0.017142857142857144     -9.791335510666816       -10.12111962646233       -0.06048099216689816     30.25180551559547        15.42720647857716        -0.09394231772645233
0.13570408163265307       0.017551020408163264     -9.79410675910297        -10.09371544849527       -0.058721665008261203    29.98020886032491        15.423127313121787       -0.09211088009326596
0.13570408163265307       0.017959183673469388     -9.797337032271988       -10.067785034443334      -0.05517693024814213     29.698018111596667       15.419034611868032       -0.08995518886269668
0.13570408163265307       0.018367346938775512     -9.801126342801465       -10.044069349158768      -0.04959975908601783     29.404715096735668       15.414939816736009       -0.08746519161567971
0.13570408163265307       0.018775510204081632     -9.80615899657319        -10.023215235144173      -0.041788072261812095    29.098784229691695       15.410854858982152       -0.08463088300184692
0.13570408163265307       0.019183673469387756     -9.81056357367016        -10.005695801855596      -0.031089636499600483    28.781863281420335       15.406791942721712       -0.0814426901813783
0.13570408163265307       0.019591836734693877     -9.815847680205703       -9.994331629058221       -0.016586851432336132    28.450285011269916       15.402762744088518       -0.07789139123187924
0.13570408163265307       0.02                     -9.812359526457557       -9.989151845517          2.884764204999912E-4     28.107426761885566       15.398776602600973       -0.07396879083207197
0.13640816326530614       0                        -9.532445273635279       -10.401820643528048      -2.002752117107035E-4    34.94143666939159        15.51733641046272        -3.2489174605833754E-19
0.13640816326530614       4.081632653061224E-4     -9.532895631123994       -10.401800890383681      -7.492052793547013E-4    34.93879132679283        15.517283898052463       -0.003802294250118028
0.13640816326530614       8.163265306122448E-4     -9.532660806748765       -10.401483506995815      -0.0015979236807583317   34.931947427752704       15.517126433320263       -0.00759926593177918
0.13640816326530614       0.0012244897959183673    -9.533157082896203       -10.401249178591314      -0.0022033912683313444   34.91952115233176        15.516864025361338       -0.01138589919956927
0.13640816326530614       0.0016326530612244896    -9.533141773101566       -10.400466213658891      -0.0030857542279302593   34.9027523472961         15.516496725827299       -0.015156814271370065
0.13640816326530614       0.002040816326530612     -9.533204508348536       -10.399544326525293      -0.004073581212305001    34.88107379580966        15.51602459666284        -0.018906832345885527
0.13640816326530614       0.0024489795918367346    -9.533393367596101       -10.39839344208874       -0.005081875053860301    34.85459876449282        15.515447711821976       -0.02263063961005979
0.13640816326530614       0.002857142857142857     -9.533611302969632       -10.397016866569109      -0.006152362605195853    34.82339054338423        15.514766205161877       -0.026322943233539713
0.13640816326530614       0.0032653061224489793    -9.533866450760847       -10.395400609217399      -0.007291228612891141    34.78740853959694        15.513980214293197       -0.02997840996559829
0.13640816326530614       0.003673469387755102     -9.534108029213405       -10.393493728996303      -0.008013165093528188    34.74613215621943        15.513089927218422       -0.03359158572350778
0.13640816326530614       0.004081632653061224     -9.53442717694902        -10.39128665327656       -0.009315573669101915    34.69990931263667        15.512095520582285       -0.037157022330161965
0.13640816326530614       0.004489795918367346     -9.534782021104995       -10.388781222321427      -0.010713627184012978    34.64880238439155        15.51099722257484        -0.040669173788521425
0.13640816326530614       0.004897959183673469     -9.535173058124997       -10.385958023991057      -0.012216601763019091    34.59276655098754        15.509795300154948       -0.04412246098117773
0.13640816326530614       0.005306122448979591     -9.535600877002398       -10.382795278382316      -0.013833805457234716    34.53175493606679        15.508490061612802       -0.04751122675157545
0.13640816326530614       0.005714285714285714     -9.535996713140626       -10.379251302793492      -0.01503683750024191     34.465483499238495       15.507081871728003       -0.05082968830861887
0.13640816326530614       0.0061224489795918356    -9.536493861878212       -10.375273450300703      -0.016921751334299514    34.393715771440306       15.505571145502833       -0.05407198726597908
0.13640816326530614       0.0065306122448979586    -9.53703052354991        -10.370873779877902      -0.018949676560331426    34.31679117153967        15.503958341472412       -0.05723212744261267
0.13640816326530614       0.0069387755102040816    -9.537607957819722       -10.366023839698409      -0.02112915882611699     34.234644152501915       15.502243992409781       -0.06030406151265121
0.13640816326530614       0.007346938775510204     -9.538227665839468       -10.360694066308147      -0.02346836513797232     34.14720445344485        15.500428704032828       -0.06328162722070947
0.13640816326530614       0.007755102040816327     -9.53866061135839        -10.353754441434402      -0.02564829157674446     34.0545652321017         15.498513164422633       -0.06615853088115904
0.13640816326530614       0.008163265306122448     -9.539485289791218       -10.34840422404562       -0.028063722423201435    33.95550404935949        15.4964981811741         -0.06892829422404707
0.13640816326530614       0.008571428571428572     -9.5402368786898         -10.341359241781534      -0.03094048286205521     33.850994597172125       15.494384626249687       -0.07158432903529777
0.13640816326530614       0.008979591836734692     -9.541040838989671       -10.333702078711632      -0.03400364937794076     33.74083717050803        15.492173500552708       -0.07411990462858827
0.13640816326530614       0.009387755102040816     -9.541901009720798       -10.325401520593017      -0.03725669029391043     33.62493344764097        15.489865931748367       -0.07652816690297323
0.13640816326530614       0.009795918367346938     -9.542821971736162       -10.316427235274528      -0.04070137789896217     33.50317915537313        15.487463189644554       -0.07880210359941413
0.13640816326530614       0.010204081632653062     -9.543629619161978       -10.306717152823154      -0.04365713217303165     33.3751107184232         15.484966723310832       -0.08093448137900014
0.13640816326530614       0.010612244897959184     -9.544682004321524       -10.29620348692831       -0.047494206153684874    33.24051895090539        15.482378158049537       -0.08291791994020631
0.13640816326530614       0.011020408163265308     -9.545816366609424       -10.284932284266402      -0.05151160666504114     33.09969259604916        15.479699302269918       -0.08474482151798858
0.13640816326530614       0.011428571428571429     -9.547042467093014       -10.272885088927291      -0.05569847280895178     32.95249789350794        15.476932187576336       -0.08640747088378566
0.13640816326530614       0.01183673469387755      -9.548372002353437       -10.260048700354528      -0.06003917199314505     32.79879323639133        15.474079089884942       -0.08789796666059853
0.13640816326530614       0.012244897959183675     -9.549442962149678       -10.245025424321037      -0.06402086447721289     32.638613074345244       15.471142564024355       -0.08920818322413997
0.13640816326530614       0.012653061224489797     -9.551100840537703       -10.231901726141002      -0.06831466957333635     32.47034853497799        15.468125509779501       -0.0903298119034656
0.13640816326530614       0.01306122448979592      -9.552833801599874       -10.216587716882819      -0.07294744847085907     32.29523162405764        15.465031131289741       -0.09125426838126571
0.13640816326530614       0.013469387755102043     -9.554751232160989       -10.200523134329892      -0.07758705543711511     32.11290091254904        15.46186300587347        -0.09197286072909652
0.13640816326530614       0.013877551020408165     -9.556884470470525       -10.183749797932522      -0.08217034871599319     31.92316275657455        15.458625123301434       -0.09247671757253786
0.13640816326530614       0.014285714285714287     -9.559271637389763       -10.166326703857612      -0.08661874452295883     31.725811264908724       15.455321931803528       -0.09275677964751067
0.13640816326530614       0.01469387755102041      -9.56144131207443        -10.148319130131572      -0.0899727937101037      31.520074962367158       15.451958440840455       -0.09280373138026152
0.13640816326530614       0.01510204081632653      -9.564496983799062       -10.129812000916361      -0.0937613012471413      31.305720278840575       15.448540231714508       -0.09260810743259075
0.13640816326530614       0.015510204081632653     -9.56799685102646        -10.111000574675955      -0.09701159020547434     31.08298222863368        15.445073480748032       -0.09216024435553681
0.13640816326530614       0.015918367346938776     -9.572032141486005       -10.092049652007859      -0.09953487704971309     30.851588644184574       15.441565034740043       -0.09145039743995939
0.13640816326530614       0.0163265306122449       -9.576714395247432       -10.073154846225052      -0.10110317509159887     30.611249499756767       15.438022483309458       -0.09046867983158777
0.13640816326530614       0.016734693877551023     -9.58121282253377        -10.054530503221699      -0.10061614381034698     30.361572156317447       15.434454257275789       -0.0892050278511942
0.13640816326530614       0.017142857142857144     -9.587692300463168       -10.036573532226827      -0.0991829066068849      30.101020224051688       15.430869721481967       -0.08764927598056292
0.13640816326530614       0.017551020408163264     -9.595416099419046       -10.019518311222615      -0.09573378647333472     29.830433777186087       15.427279138853013       -0.08579100749015604
0.13640816326530614       0.017959183673469388     -9.603864628638446       -10.003511886228466      -0.08971875097737826     29.54981968340825        15.42369363718029        -0.08361984638957957
0.13640816326530614       0.018367346938775512     -9.614166090786794       -9.988666191951845       -0.08020134366207905     29.25855249944424        15.4201251526071         -0.08112535027399262
0.13640816326530614       0.018775510204081632     -9.626220490593173       -9.976004237770178       -0.06746129337171546     28.95475473928919        15.416586960994676       -0.0782965697168971
0.13640816326530614       0.019183673469387756     -9.639301783405168       -9.965785665547418       -0.050895172141127064    28.63992018587013        15.41309254322756        -0.07512281971368638
0.13640816326530614       0.019591836734693877     -9.653928400795811       -9.95894478922217        -0.028838195654621646    28.311052634952294       15.409657257893032       -0.07159341270092455
0.13640816326530614       0.02                     -9.66431488148519        -9.956620655111484       -3.0125229388678E-4      27.97100221110377        15.406297830995456       -0.06769842693724033
0.1371122448979592        0                        -9.30289914564733        -10.18431545076384       -1.77299651385693E-4     34.77745496788792        15.51259775306772        -3.459336423395228E-19
0.1371122448979592        4.081632653061224E-4     -9.303333874191646       -10.184304282794288      -0.0010272461606236566   34.774783441983196       15.512549490703085       -0.003632138396169584
0.1371122448979592        8.163265306122448E-4     -9.303094427360902       -10.184036005107346      -0.002233771215124189    34.76805552735268        15.512404793163707       -0.00725905555628136
0.1371122448979592        0.0012244897959183673    -9.303609801396531       -10.183707485780753      -0.0032852426479203422   34.75578253842684        15.512163694301545       -0.010875760380353091
0.1371122448979592        0.0016326530612244896    -9.303374109304912       -10.183027792847822      -0.004609884171564918    34.73934484294308        15.511826242653964       -0.014477064200647628
0.1371122448979592        0.002040816326530612     -9.303771092490065       -10.18230688954519       -0.005678463114599401    34.718031601221305       15.511392517803055       -0.01805781389469519
0.1371122448979592        0.0024489795918367346    -9.303895597401855       -10.181172095105095      -0.006994366443652836    34.691970284917005       15.510862685293937       -0.021612692446463536
0.1371122448979592        0.002857142857142857     -9.304179126766867       -10.180370002361354      -0.008414555942726176    34.66097783998105        15.510236824318214       -0.02513661182769136
0.1371122448979592        0.0032653061224489793    -9.304449263566624       -10.179077381149463      -0.009763118833598344    34.62514809009058        15.509515206010965       -0.028624277431202792
0.1371122448979592        0.003673469387755102     -9.304760610467405       -10.177592983195922      -0.01121106990410844     34.584565453837065       15.508698074117373       -0.032070376797698086
0.1371122448979592        0.004081632653061224     -9.305100697093613       -10.175750186178112      -0.01284763337531096     34.53912667453885        15.507785694762525       -0.03546956475425144
0.1371122448979592        0.004489795918367346     -9.305512954267945       -10.173796558753708      -0.014697983095835658    34.48858577627146        15.506778317567006       -0.03881638968711595
0.1371122448979592        0.004897959183673469     -9.305966671646914       -10.171597809496886      -0.01668248417278949     34.433169617906735       15.505676274200074       -0.04210538733739796
0.1371122448979592        0.005306122448979591     -9.30646699159546        -10.169292022800233      -0.018706212030081066    34.37254654034486        15.504480006692095       -0.0453310219837371
0.1371122448979592        0.005714285714285714     -9.306982052157215       -10.16659659795708       -0.020839503662853934    34.30694683226086        15.503190028428266       -0.0484876446521623
0.1371122448979592        0.0061224489795918356    -9.307539777541987       -10.163618562864457      -0.02313919494498199     34.23631401218221        15.50180686307708        -0.051569562289371734
0.1371122448979592        0.0065306122448979586    -9.308152532139951       -10.160126997827758      -0.025800697526018056    34.160297452332344       15.500331072030889       -0.05457094833836589
0.1371122448979592        0.0069387755102040816    -9.308834711053219       -10.156420445800691      -0.028648613334060248    34.079039546989534       15.498763266908878       -0.05748588577763509
0.1371122448979592        0.007346938775510204     -9.309584330576165       -10.152527627672292      -0.03166034136793978     33.99237675701802        15.497104204255875       -0.06030839415216433
0.1371122448979592        0.007755102040816327     -9.310340607470657       -10.14817153497073       -0.03475406422841874     33.90026157197034        15.495354801481916       -0.06303234879311988
0.1371122448979592        0.008163265306122448     -9.311153779947324       -10.143440872826748      -0.03805877057833855     33.80274387702366        15.49351601970089        -0.06565152401361814
0.1371122448979592        0.008571428571428572     -9.312034591908795       -10.138112436962917      -0.04169093067985348     33.69959197254525        15.49158891178434        -0.06815957133851519
0.1371122448979592        0.008979591836734692     -9.313027716571307       -10.132416163194678      -0.04563085513946564     33.59058811162764        15.489574598237107       -0.07054995322312392
0.1371122448979592        0.009387755102040816     -9.314137851497014       -10.126430617760537      -0.04983873943347619     33.475851887279376       15.487474384419492       -0.07281606327978887
0.1371122448979592        0.009795918367346938     -9.315253523697379       -10.119954916342708      -0.05405460989129374     33.35502832543986        15.485289806894729       -0.07495116008456355
0.1371122448979592        0.010204081632653062     -9.316465550332767       -10.113030887147284      -0.058483783955655184    33.22828338725497        15.483022577188784       -0.07694831948215054
0.1371122448979592        0.010612244897959184     -9.317786660499506       -10.105651485697516      -0.06311705152023458     33.09549849108981        15.480674539066422       -0.07880050421955516
0.1371122448979592        0.011020408163265308     -9.319294914657473       -10.097424904050063      -0.06818029432191774     32.956115802153334       15.478247708623352       -0.08050044156361492
0.1371122448979592        0.011428571428571429     -9.320967929724427       -10.088863107004855      -0.07339726032769406     32.8103741895147         15.47574432110468        -0.08204072657796452
0.1371122448979592        0.01183673469387755      -9.322826626290727       -10.080113525174964      -0.07870151330978571     32.65792825056461        15.473166940006049       -0.08341383796638158
0.1371122448979592        0.012244897959183675     -9.32481096073348        -10.0708354109706        -0.08396897890559873     32.4987398127415         15.470518505564671       -0.08461205370753125
0.1371122448979592        0.012653061224489797     -9.327026818902029       -10.061141930078655      -0.08929408017297208     32.33276309304837        15.467802185826963       -0.08562749329793849
0.1371122448979592        0.01306122448979592      -9.32957197710162        -10.050725559185906      -0.09476875834451617     32.159564654257174       15.465021474551696       -0.08645208019680692
0.1371122448979592        0.013469387755102043     -9.332503131929645       -10.039954864345468      -0.10026324791269303     31.97891972685403        15.462180196831698       -0.08707747740749958
0.1371122448979592        0.013877551020408165     -9.33588159888398        -10.029096796376134      -0.1056411371895033      31.790818695900064       15.459282654256441       -0.08749526953738429
0.1371122448979592        0.014285714285714287     -9.339598306321777       -10.018082758334113      -0.11044222387848998     31.594823773443427       15.45633373845578        -0.0876968725026186
0.1371122448979592        0.01469387755102041      -9.34386444225775        -10.006922453842282      -0.11482848654356578     31.391024003260853       15.453338836382098       -0.0876734848255872
0.1371122448979592        0.01510204081632653      -9.348813982464474       -9.995500854430196       -0.11867771246595472     31.179161387368737       15.450303829296963       -0.0874161475848868
0.1371122448979592        0.015510204081632653     -9.35470373974017        -9.983934196102876       -0.1219743246123925      30.958360654187267       15.447235187018542       -0.08691558757832936
0.1371122448979592        0.015918367346938776     -9.361552444488197       -9.972519470678572       -0.12429209614618301     30.728966650862976       15.444140051794855       -0.08616240082345547
0.1371122448979592        0.0163265306122449       -9.369606066536212       -9.961920245914198       -0.12516320766435798     30.490304201046264       15.441026390439568       -0.08514705302912105
0.1371122448979592        0.016734693877551023     -9.378921742589927       -9.951656721023046       -0.12423861752118637     30.242357957763492       15.437903090528534       -0.08385975707884846
0.1371122448979592        0.017142857142857144     -9.389856621759577       -9.94192697654599        -0.12137042411891644     29.984954527855447       15.434779735017248       -0.08229049450566361
