R	Z
0.15119389	0.0040816325
0.15119389	0.004489796
0.15119389	0.004897959
0.15119389	0.0053061224
0.15119389	0.005714285
0.15119389	0.006122449
0.15119389	0.006530612
0.15119389	0.006938775
0.15119389	0.007346939
0.15119389	0.0077551017
0.15119389	0.008163265
0.15119389	0.008571428
0.15119389	0.008979592
0.15119389	0.009387755
0.15119389	0.009795918
0.15119389	0.010204081
0.15119389	0.010612245
0.15119389	0.011020407
0.15119389	0.01142857
0.15119389	0.011836735
0.15119389	0.012244898
0.15119389	0.012653061
0.15119389	0.013061225
0.15119389	0.013469388
0.15119389	0.013877551
0.15119389	0.014285714
0.15119389	0.014693878
0.15119389	0.01510204
0.15119389	0.015510203
0.15119389	0.015918367
0.15119389	0.01632653
0.15119389	0.016734693
0.15119389	0.017142856
0.15119389	0.01755102
0.15119389	0.017959183
0.15119389	0.018367346
0.15119389	0.01877551
0.15119389	0.019183673
0.15119389	0.019591836
0.15119389	0.02
0.15189797	0.0
0.15189797	0.00040816324
0.15189797	0.0008163265
0.15189797	0.0012244898
0.15189797	0.001632653
0.15189797	0.0020408162
0.15189797	0.0024489795
0.15189797	0.0028571426
0.15189797	0.003265306
0.15189797	0.0036734694
0.15189797	0.0040816325
0.15189797	0.004489796
0.15189797	0.004897959
0.15189797	0.0053061224
0.15189797	0.005714285
0.15189797	0.006122449
0.15189797	0.006530612
0.15189797	0.006938775
0.15189797	0.007346939
0.15189797	0.0077551017
0.15189797	0.008163265
0.15189797	0.008571428
0.15189797	0.008979592
0.15189797	0.009387755
0.15189797	0.009795918
0.15189797	0.010204081
0.15189797	0.010612245
0.15189797	0.011020407
0.15189797	0.01142857
0.15189797	0.011836735
0.15189797	0.012244898
0.15189797	0.012653061
0.15189797	0.013061225
0.15189797	0.013469388
0.15189797	0.013877551
0.15189797	0.014285714
0.15189797	0.014693878
0.15189797	0.01510204
0.15189797	0.015510203
0.15189797	0.015918367
0.15189797	0.01632653
0.15189797	0.016734693
0.15189797	0.017142856
0.15189797	0.01755102
0.15189797	0.017959183
0.15189797	0.018367346
0.15189797	0.01877551
0.15189797	0.019183673
0.15189797	0.019591836
0.15189797	0.02
0.15260205	0.0
0.15260205	0.00040816324
0.15260205	0.0008163265
0.15260205	0.0012244898
0.15260205	0.001632653
0.15260205	0.0020408162
0.15260205	0.0024489795
0.15260205	0.0028571426
0.15260205	0.003265306
0.15260205	0.0036734694
0.15260205	0.0040816325
0.15260205	0.004489796
0.15260205	0.004897959
0.15260205	0.0053061224
0.15260205	0.005714285
0.15260205	0.006122449
0.15260205	0.006530612
0.15260205	0.006938775
0.15260205	0.007346939
0.15260205	0.0077551017
0.15260205	0.008163265
0.15260205	0.008571428
0.15260205	0.008979592
0.15260205	0.009387755
0.15260205	0.009795918
0.15260205	0.010204081
0.15260205	0.010612245
0.15260205	0.011020407
0.15260205	0.01142857
0.15260205	0.011836735
0.15260205	0.012244898
0.15260205	0.012653061
0.15260205	0.013061225
0.15260205	0.013469388
0.15260205	0.013877551
0.15260205	0.014285714
0.15260205	0.014693878
0.15260205	0.01510204
0.15260205	0.015510203
0.15260205	0.015918367
0.15260205	0.01632653
0.15260205	0.016734693
0.15260205	0.017142856
0.15260205	0.01755102
0.15260205	0.017959183
0.15260205	0.018367346
0.15260205	0.01877551
0.15260205	0.019183673
0.15260205	0.019591836
0.15260205	0.02
0.15330613	0.0
0.15330613	0.00040816324
0.15330613	0.0008163265
0.15330613	0.0012244898
0.15330613	0.001632653
0.15330613	0.0020408162
0.15330613	0.0024489795
0.15330613	0.0028571426
0.15330613	0.003265306
0.15330613	0.0036734694
0.15330613	0.0040816325
0.15330613	0.004489796
0.15330613	0.004897959
0.15330613	0.0053061224
0.15330613	0.005714285
0.15330613	0.006122449
0.15330613	0.006530612
0.15330613	0.006938775
0.15330613	0.007346939
0.15330613	0.0077551017
0.15330613	0.008163265
0.15330613	0.008571428
0.15330613	0.008979592
0.15330613	0.009387755
0.15330613	0.009795918
0.15330613	0.010204081
0.15330613	0.010612245
0.15330613	0.011020407
0.15330613	0.01142857
0.15330613	0.011836735
0.15330613	0.012244898
0.15330613	0.012653061
0.15330613	0.013061225
0.15330613	0.013469388
0.15330613	0.013877551
0.15330613	0.014285714
0.15330613	0.014693878
0.15330613	0.01510204
0.15330613	0.015510203
0.15330613	0.015918367
0.15330613	0.01632653
0.15330613	0.016734693
0.15330613	0.017142856
0.15330613	0.01755102
0.15330613	0.017959183
0.15330613	0.018367346
0.15330613	0.01877551
0.15330613	0.019183673
0.15330613	0.019591836
0.15330613	0.02
0.1540102	0.0
0.1540102	0.00040816324
0.1540102	0.0008163265
0.1540102	0.0012244898
0.1540102	0.001632653
0.1540102	0.0020408162
0.1540102	0.0024489795
0.1540102	0.0028571426
0.1540102	0.003265306
0.1540102	0.0036734694
0.1540102	0.0040816325
0.1540102	0.004489796
0.1540102	0.004897959
0.1540102	0.0053061224
0.1540102	0.005714285
0.1540102	0.006122449
0.1540102	0.006530612
0.1540102	0.006938775
0.1540102	0.007346939
0.1540102	0.0077551017
0.1540102	0.008163265
0.1540102	0.008571428
0.1540102	0.008979592
0.1540102	0.009387755
0.1540102	0.009795918
0.1540102	0.010204081
0.1540102	0.010612245
0.1540102	0.011020407
0.1540102	0.01142857
0.1540102	0.011836735
0.1540102	0.012244898
0.1540102	0.012653061
0.1540102	0.013061225
0.1540102	0.013469388
0.1540102	0.013877551
0.1540102	0.014285714
0.1540102	0.014693878
0.1540102	0.01510204
0.1540102	0.015510203
0.1540102	0.015918367
0.1540102	0.01632653
0.1540102	0.016734693
0.1540102	0.017142856
0.1540102	0.01755102
0.1540102	0.017959183
0.1540102	0.018367346
0.1540102	0.01877551
0.1540102	0.019183673
0.1540102	0.019591836
0.1540102	0.02
0.15471429	0.0
0.15471429	0.00040816324
0.15471429	0.0008163265
0.15471429	0.0012244898
0.15471429	0.001632653
0.15471429	0.0020408162
0.15471429	0.0024489795
0.15471429	0.0028571426
0.15471429	0.003265306
0.15471429	0.0036734694
0.15471429	0.0040816325
0.15471429	0.004489796
0.15471429	0.004897959
0.15471429	0.0053061224
0.15471429	0.005714285
0.15471429	0.006122449
0.15471429	0.006530612
0.15471429	0.006938775
0.15471429	0.007346939
0.15471429	0.0077551017
0.15471429	0.008163265
0.15471429	0.008571428
0.15471429	0.008979592
0.15471429	0.009387755
0.15471429	0.009795918
0.15471429	0.010204081
0.15471429	0.010612245
0.15471429	0.011020407
0.15471429	0.01142857
0.15471429	0.011836735
0.15471429	0.012244898
0.15471429	0.012653061
0.15471429	0.013061225
0.15471429	0.013469388
0.15471429	0.013877551
0.15471429	0.014285714
0.15471429	0.014693878
0.15471429	0.01510204
0.15471429	0.015510203
0.15471429	0.015918367
0.15471429	0.01632653
0.15471429	0.016734693
0.15471429	0.017142856
0.15471429	0.01755102
0.15471429	0.017959183
0.15471429	0.018367346
0.15471429	0.01877551
0.15471429	0.019183673
0.15471429	0.019591836
0.15471429	0.02
0.15541837	0.0
0.15541837	0.00040816324
0.15541837	0.0008163265
0.15541837	0.0012244898
0.15541837	0.001632653
0.15541837	0.0020408162
0.15541837	0.0024489795
0.15541837	0.0028571426
0.15541837	0.003265306
0.15541837	0.0036734694
0.15541837	0.0040816325
0.15541837	0.004489796
0.15541837	0.004897959
0.15541837	0.0053061224
0.15541837	0.005714285
0.15541837	0.006122449
0.15541837	0.006530612
0.15541837	0.006938775
0.15541837	0.007346939
0.15541837	0.0077551017
0.15541837	0.008163265
0.15541837	0.008571428
0.15541837	0.008979592
0.15541837	0.009387755
0.15541837	0.009795918
0.15541837	0.010204081
0.15541837	0.010612245
0.15541837	0.011020407
0.15541837	0.01142857
0.15541837	0.011836735
0.15541837	0.012244898
0.15541837	0.012653061
0.15541837	0.013061225
0.15541837	0.013469388
0.15541837	0.013877551
0.15541837	0.014285714
0.15541837	0.014693878
0.15541837	0.01510204
0.15541837	0.015510203
0.15541837	0.015918367
0.15541837	0.01632653
0.15541837	0.016734693
0.15541837	0.017142856
0.15541837	0.01755102
0.15541837	0.017959183
0.15541837	0.018367346
0.15541837	0.01877551
0.15541837	0.019183673
0.15541837	0.019591836
0.15541837	0.02
0.15612245	0.0
0.15612245	0.00040816324
0.15612245	0.0008163265
0.15612245	0.0012244898
0.15612245	0.001632653
0.15612245	0.0020408162
0.15612245	0.0024489795
0.15612245	0.0028571426
0.15612245	0.003265306
0.15612245	0.0036734694
0.15612245	0.0040816325
0.15612245	0.004489796
0.15612245	0.004897959
0.15612245	0.0053061224
0.15612245	0.005714285
0.15612245	0.006122449
0.15612245	0.006530612
0.15612245	0.006938775
0.15612245	0.007346939
0.15612245	0.0077551017
0.15612245	0.008163265
0.15612245	0.008571428
0.15612245	0.008979592
0.15612245	0.009387755
0.15612245	0.009795918
0.15612245	0.010204081
0.15612245	0.010612245
0.15612245	0.011020407
0.15612245	0.01142857
0.15612245	0.011836735
0.15612245	0.012244898
0.15612245	0.012653061
0.15612245	0.013061225
0.15612245	0.013469388
0.15612245	0.013877551
0.15612245	0.014285714
0.15612245	0.014693878
0.15612245	0.01510204
0.15612245	0.015510203
0.15612245	0.015918367
0.15612245	0.01632653
0.15612245	0.016734693
0.15612245	0.017142856
0.15612245	0.01755102
0.15612245	0.017959183
0.15612245	0.018367346
0.15612245	0.01877551
0.15612245	0.019183673
0.15612245	0.019591836
0.15612245	0.02
0.15682654	0.0
0.15682654	0.00040816324
0.15682654	0.0008163265
0.15682654	0.0012244898
0.15682654	0.001632653
0.15682654	0.0020408162
0.15682654	0.0024489795
0.15682654	0.0028571426
0.15682654	0.003265306
0.15682654	0.0036734694
0.15682654	0.0040816325
0.15682654	0.004489796
0.15682654	0.004897959
0.15682654	0.0053061224
0.15682654	0.005714285
0.15682654	0.006122449
0.15682654	0.006530612
0.15682654	0.006938775
0.15682654	0.007346939
0.15682654	0.0077551017
0.15682654	0.008163265
0.15682654	0.008571428
0.15682654	0.008979592
0.15682654	0.009387755
0.15682654	0.009795918
0.15682654	0.010204081
0.15682654	0.010612245
0.15682654	0.011020407
0.15682654	0.01142857
0.15682654	0.011836735
0.15682654	0.012244898
0.15682654	0.012653061
0.15682654	0.013061225
0.15682654	0.013469388
0.15682654	0.013877551
0.15682654	0.014285714
0.15682654	0.014693878
0.15682654	0.01510204
0.15682654	0.015510203
0.15682654	0.015918367
0.15682654	0.01632653
0.15682654	0.016734693
0.15682654	0.017142856
0.15682654	0.01755102
0.15682654	0.017959183
0.15682654	0.018367346
0.15682654	0.01877551
0.15682654	0.019183673
0.15682654	0.019591836
0.15682654	0.02
0.15753062	0.0
0.15753062	0.00040816324
0.15753062	0.0008163265
0.15753062	0.0012244898
0.15753062	0.001632653
0.15753062	0.0020408162
0.15753062	0.0024489795
0.15753062	0.0028571426
0.15753062	0.003265306
0.15753062	0.0036734694
0.15753062	0.0040816325
0.15753062	0.004489796
0.15753062	0.004897959
0.15753062	0.0053061224
0.15753062	0.005714285
0.15753062	0.006122449
0.15753062	0.006530612
0.15753062	0.006938775
0.15753062	0.007346939
0.15753062	0.0077551017
0.15753062	0.008163265
0.15753062	0.008571428
0.15753062	0.008979592
0.15753062	0.009387755
0.15753062	0.009795918
0.15753062	0.010204081
0.15753062	0.010612245
0.15753062	0.011020407
0.15753062	0.01142857
0.15753062	0.011836735
0.15753062	0.012244898
0.15753062	0.012653061
0.15753062	0.013061225
0.15753062	0.013469388
0.15753062	0.013877551
0.15753062	0.014285714
0.15753062	0.014693878
0.15753062	0.01510204
0.15753062	0.015510203
0.15753062	0.015918367
0.15753062	0.01632653
0.15753062	0.016734693
0.15753062	0.017142856
0.15753062	0.01755102
0.15753062	0.017959183
0.15753062	0.018367346
0.15753062	0.01877551
0.15753062	0.019183673
0.15753062	0.019591836
0.15753062	0.02
0.1582347	0.0
0.1582347	0.00040816324
0.1582347	0.0008163265
0.1582347	0.0012244898
0.1582347	0.001632653
0.1582347	0.0020408162
0.1582347	0.0024489795
0.1582347	0.0028571426
0.1582347	0.003265306
0.1582347	0.0036734694
0.1582347	0.0040816325
0.1582347	0.004489796
0.1582347	0.004897959
0.1582347	0.0053061224
0.1582347	0.005714285
0.1582347	0.006122449
0.1582347	0.006530612
0.1582347	0.006938775
0.1582347	0.007346939
0.1582347	0.0077551017
0.1582347	0.008163265
0.1582347	0.008571428
0.1582347	0.008979592
0.1582347	0.009387755
0.1582347	0.009795918
0.1582347	0.010204081
0.1582347	0.010612245
0.1582347	0.011020407
0.1582347	0.01142857
0.1582347	0.011836735
0.1582347	0.012244898
0.1582347	0.012653061
0.1582347	0.013061225
0.1582347	0.013469388
0.1582347	0.013877551
0.1582347	0.014285714
0.1582347	0.014693878
0.1582347	0.01510204
0.1582347	0.015510203
0.1582347	0.015918367
0.1582347	0.01632653
0.1582347	0.016734693
0.1582347	0.017142856
0.1582347	0.01755102
0.1582347	0.017959183
0.1582347	0.018367346
0.1582347	0.01877551
0.1582347	0.019183673
0.1582347	0.019591836
0.1582347	0.02
0.15893878	0.0
0.15893878	0.00040816324
0.15893878	0.0008163265
0.15893878	0.0012244898
0.15893878	0.001632653
0.15893878	0.0020408162
0.15893878	0.0024489795
0.15893878	0.0028571426
0.15893878	0.003265306
0.15893878	0.0036734694
0.15893878	0.0040816325
0.15893878	0.004489796
0.15893878	0.004897959
0.15893878	0.0053061224
0.15893878	0.005714285
0.15893878	0.006122449
0.15893878	0.006530612
0.15893878	0.006938775
0.15893878	0.007346939
0.15893878	0.0077551017
0.15893878	0.008163265
0.15893878	0.008571428
0.15893878	0.008979592
0.15893878	0.009387755
0.15893878	0.009795918
0.15893878	0.010204081
0.15893878	0.010612245
0.15893878	0.011020407
0.15893878	0.01142857
0.15893878	0.011836735
0.15893878	0.012244898
0.15893878	0.012653061
0.15893878	0.013061225
0.15893878	0.013469388
0.15893878	0.013877551
0.15893878	0.014285714
0.15893878	0.014693878
0.15893878	0.01510204
0.15893878	0.015510203
0.15893878	0.015918367
0.15893878	0.01632653
0.15893878	0.016734693
0.15893878	0.017142856
0.15893878	0.01755102
0.15893878	0.017959183
0.15893878	0.018367346
0.15893878	0.01877551
0.15893878	0.019183673
0.15893878	0.019591836
0.15893878	0.02
0.15964286	0.0
0.15964286	0.00040816324
0.15964286	0.0008163265
0.15964286	0.0012244898
0.15964286	0.001632653
0.15964286	0.0020408162
0.15964286	0.0024489795
0.15964286	0.0028571426
0.15964286	0.003265306
0.15964286	0.0036734694
0.15964286	0.0040816325
0.15964286	0.004489796
0.15964286	0.004897959
0.15964286	0.0053061224
0.15964286	0.005714285
0.15964286	0.006122449
0.15964286	0.006530612
0.15964286	0.006938775
0.15964286	0.007346939
0.15964286	0.0077551017
0.15964286	0.008163265
0.15964286	0.008571428
0.15964286	0.008979592
0.15964286	0.009387755
0.15964286	0.009795918
0.15964286	0.010204081
0.15964286	0.010612245
0.15964286	0.011020407
0.15964286	0.01142857
0.15964286	0.011836735
0.15964286	0.012244898
0.15964286	0.012653061
0.15964286	0.013061225
0.15964286	0.013469388
0.15964286	0.013877551
0.15964286	0.014285714
0.15964286	0.014693878
0.15964286	0.01510204
0.15964286	0.015510203
0.15964286	0.015918367
0.15964286	0.01632653
0.15964286	0.016734693
0.15964286	0.017142856
0.15964286	0.01755102
0.15964286	0.017959183
0.15964286	0.018367346
0.15964286	0.01877551
0.15964286	0.019183673
0.15964286	0.019591836
0.15964286	0.02
0.16034694	0.0
0.16034694	0.00040816324
0.16034694	0.0008163265
0.16034694	0.0012244898
0.16034694	0.001632653
0.16034694	0.0020408162
0.16034694	0.0024489795
0.16034694	0.0028571426
0.16034694	0.003265306
0.16034694	0.0036734694
0.16034694	0.0040816325
0.16034694	0.004489796
0.16034694	0.004897959
0.16034694	0.0053061224
0.16034694	0.005714285
0.16034694	0.006122449
0.16034694	0.006530612
0.16034694	0.006938775
0.16034694	0.007346939
0.16034694	0.0077551017
0.16034694	0.008163265
0.16034694	0.008571428
0.16034694	0.008979592
0.16034694	0.009387755
0.16034694	0.009795918
0.16034694	0.010204081
0.16034694	0.010612245
0.16034694	0.011020407
0.16034694	0.01142857
0.16034694	0.011836735
0.16034694	0.012244898
0.16034694	0.012653061
0.16034694	0.013061225
0.16034694	0.013469388
0.16034694	0.013877551
0.16034694	0.014285714
0.16034694	0.014693878
0.16034694	0.01510204
0.16034694	0.015510203
0.16034694	0.015918367
0.16034694	0.01632653
0.16034694	0.016734693
0.16034694	0.017142856
0.16034694	0.01755102
0.16034694	0.017959183
0.16034694	0.018367346
0.16034694	0.01877551
0.16034694	0.019183673
0.16034694	0.019591836
0.16034694	0.02
0.16105102	0.0
0.16105102	0.00040816324
0.16105102	0.0008163265
0.16105102	0.0012244898
0.16105102	0.001632653
0.16105102	0.0020408162
0.16105102	0.0024489795
0.16105102	0.0028571426
0.16105102	0.003265306
0.16105102	0.0036734694
0.16105102	0.0040816325
0.16105102	0.004489796
0.16105102	0.004897959
0.16105102	0.0053061224
0.16105102	0.005714285
0.16105102	0.006122449
0.16105102	0.006530612
0.16105102	0.006938775
0.16105102	0.007346939
0.16105102	0.0077551017
0.16105102	0.008163265
0.16105102	0.008571428
0.16105102	0.008979592
0.16105102	0.009387755
0.16105102	0.009795918
0.16105102	0.010204081
0.16105102	0.010612245
0.16105102	0.011020407
0.16105102	0.01142857
0.16105102	0.011836735
0.16105102	0.012244898
0.16105102	0.012653061
0.16105102	0.013061225
0.16105102	0.013469388
0.16105102	0.013877551
0.16105102	0.014285714
0.16105102	0.014693878
0.16105102	0.01510204
0.16105102	0.015510203
0.16105102	0.015918367
0.16105102	0.01632653
0.16105102	0.016734693
0.16105102	0.017142856
0.16105102	0.01755102
0.16105102	0.017959183
0.16105102	0.018367346
0.16105102	0.01877551
0.16105102	0.019183673
0.16105102	0.019591836
0.16105102	0.02
0.1617551	0.0
0.1617551	0.00040816324
0.1617551	0.0008163265
0.1617551	0.0012244898
0.1617551	0.001632653
0.1617551	0.0020408162
0.1617551	0.0024489795
0.1617551	0.0028571426
0.1617551	0.003265306
0.1617551	0.0036734694
0.1617551	0.0040816325
0.1617551	0.004489796
0.1617551	0.004897959
0.1617551	0.0053061224
0.1617551	0.005714285
0.1617551	0.006122449
0.1617551	0.006530612
0.1617551	0.006938775
0.1617551	0.007346939
0.1617551	0.0077551017
0.1617551	0.008163265
0.1617551	0.008571428
0.1617551	0.008979592
0.1617551	0.009387755
0.1617551	0.009795918
0.1617551	0.010204081
0.1617551	0.010612245
0.1617551	0.011020407
0.1617551	0.01142857
0.1617551	0.011836735
0.1617551	0.012244898
0.1617551	0.012653061
0.1617551	0.013061225
0.1617551	0.013469388
0.1617551	0.013877551
0.1617551	0.014285714
0.1617551	0.014693878
0.1617551	0.01510204
0.1617551	0.015510203
0.1617551	0.015918367
0.1617551	0.01632653
0.1617551	0.016734693
0.1617551	0.017142856
0.1617551	0.01755102
0.1617551	0.017959183
0.1617551	0.018367346
0.1617551	0.01877551
0.1617551	0.019183673
0.1617551	0.019591836
0.1617551	0.02
0.1624592	0.0
0.1624592	0.00040816324
0.1624592	0.0008163265
0.1624592	0.0012244898
0.1624592	0.001632653
0.1624592	0.0020408162
0.1624592	0.0024489795
0.1624592	0.0028571426
0.1624592	0.003265306
0.1624592	0.0036734694
0.1624592	0.0040816325
0.1624592	0.004489796
0.1624592	0.004897959
0.1624592	0.0053061224
0.1624592	0.005714285
0.1624592	0.006122449
0.1624592	0.006530612
0.1624592	0.006938775
0.1624592	0.007346939
0.1624592	0.0077551017
0.1624592	0.008163265
0.1624592	0.008571428
0.1624592	0.008979592
0.1624592	0.009387755
0.1624592	0.009795918
0.1624592	0.010204081
0.1624592	0.010612245
0.1624592	0.011020407
0.1624592	0.01142857
0.1624592	0.011836735
0.1624592	0.012244898
0.1624592	0.012653061
0.1624592	0.013061225
0.1624592	0.013469388
0.1624592	0.013877551
0.1624592	0.014285714
0.1624592	0.014693878
0.1624592	0.01510204
0.1624592	0.015510203
0.1624592	0.015918367
0.1624592	0.01632653
0.1624592	0.016734693
0.1624592	0.017142856
0.1624592	0.01755102
0.1624592	0.017959183
0.1624592	0.018367346
0.1624592	0.01877551
0.1624592	0.019183673
0.1624592	0.019591836
0.1624592	0.02
0.16316327	0.0
0.16316327	0.00040816324
0.16316327	0.0008163265
0.16316327	0.0012244898
0.16316327	0.001632653
0.16316327	0.0020408162
0.16316327	0.0024489795
0.16316327	0.0028571426
0.16316327	0.003265306
0.16316327	0.0036734694
0.16316327	0.0040816325
0.16316327	0.004489796
0.16316327	0.004897959
0.16316327	0.0053061224
0.16316327	0.005714285
0.16316327	0.006122449
0.16316327	0.006530612
0.16316327	0.006938775
0.16316327	0.007346939
0.16316327	0.0077551017
0.16316327	0.008163265
0.16316327	0.008571428
0.16316327	0.008979592
0.16316327	0.009387755
0.16316327	0.009795918
0.16316327	0.010204081
0.16316327	0.010612245
0.16316327	0.011020407
0.16316327	0.01142857
0.16316327	0.011836735
0.16316327	0.012244898
0.16316327	0.012653061
0.16316327	0.013061225
0.16316327	0.013469388
0.16316327	0.013877551
0.16316327	0.014285714
0.16316327	0.014693878
0.16316327	0.01510204
0.16316327	0.015510203
0.16316327	0.015918367
0.16316327	0.01632653
0.16316327	0.016734693
0.16316327	0.017142856
0.16316327	0.01755102
0.16316327	0.017959183
0.16316327	0.018367346
0.16316327	0.01877551
0.16316327	0.019183673
0.16316327	0.019591836
0.16316327	0.02
0.16386735	0.0
0.16386735	0.00040816324
0.16386735	0.0008163265
0.16386735	0.0012244898
0.16386735	0.001632653
0.16386735	0.0020408162
0.16386735	0.0024489795
0.16386735	0.0028571426
0.16386735	0.003265306
0.16386735	0.0036734694
0.16386735	0.0040816325
0.16386735	0.004489796
0.16386735	0.004897959
0.16386735	0.0053061224
0.16386735	0.005714285
0.16386735	0.006122449
0.16386735	0.006530612
0.16386735	0.006938775
0.16386735	0.007346939
0.16386735	0.0077551017
0.16386735	0.008163265
0.16386735	0.008571428
0.16386735	0.008979592
0.16386735	0.009387755
0.16386735	0.009795918
0.16386735	0.010204081
0.16386735	0.010612245
0.16386735	0.011020407
0.16386735	0.01142857
0.16386735	0.011836735
0.16386735	0.012244898
0.16386735	0.012653061
0.16386735	0.013061225
0.16386735	0.013469388
0.16386735	0.013877551
0.16386735	0.014285714
0.16386735	0.014693878
0.16386735	0.01510204
0.16386735	0.015510203
0.16386735	0.015918367
0.16386735	0.01632653
0.16386735	0.016734693
0.16386735	0.017142856
0.16386735	0.01755102
0.16386735	0.017959183
0.16386735	0.018367346
0.16386735	0.01877551
0.16386735	0.019183673
0.16386735	0.019591836
0.16386735	0.02
0.16457143	0.0
0.16457143	0.00040816324
0.16457143	0.0008163265
0.16457143	0.0012244898
0.16457143	0.001632653
0.16457143	0.0020408162
0.16457143	0.0024489795
0.16457143	0.0028571426
0.16457143	0.003265306
0.16457143	0.0036734694
0.16457143	0.0040816325
0.16457143	0.004489796
0.16457143	0.004897959
0.16457143	0.0053061224
0.16457143	0.005714285
0.16457143	0.006122449
0.16457143	0.006530612
0.16457143	0.006938775
0.16457143	0.007346939
0.16457143	0.0077551017
0.16457143	0.008163265
0.16457143	0.008571428
0.16457143	0.008979592
0.16457143	0.009387755
0.16457143	0.009795918
0.16457143	0.010204081
0.16457143	0.010612245
0.16457143	0.011020407
0.16457143	0.01142857
0.16457143	0.011836735
0.16457143	0.012244898
0.16457143	0.012653061
0.16457143	0.013061225
0.16457143	0.013469388
0.16457143	0.013877551
0.16457143	0.014285714
0.16457143	0.014693878
0.16457143	0.01510204
0.16457143	0.015510203
0.16457143	0.015918367
0.16457143	0.01632653
0.16457143	0.016734693
0.16457143	0.017142856
0.16457143	0.01755102
0.16457143	0.017959183
0.16457143	0.018367346
0.16457143	0.01877551
0.16457143	0.019183673
0.16457143	0.019591836
0.16457143	0.02
0.16527551	0.0
0.16527551	0.00040816324
0.16527551	0.0008163265
0.16527551	0.0012244898
0.16527551	0.001632653
0.16527551	0.0020408162
0.16527551	0.0024489795
0.16527551	0.0028571426
0.16527551	0.003265306
0.16527551	0.0036734694
0.16527551	0.0040816325
0.16527551	0.004489796
0.16527551	0.004897959
0.16527551	0.0053061224
0.16527551	0.005714285
0.16527551	0.006122449
0.16527551	0.006530612
0.16527551	0.006938775
0.16527551	0.007346939
0.16527551	0.0077551017
0.16527551	0.008163265
0.16527551	0.008571428
0.16527551	0.008979592
0.16527551	0.009387755
0.16527551	0.009795918
0.16527551	0.010204081
0.16527551	0.010612245
0.16527551	0.011020407
0.16527551	0.01142857
0.16527551	0.011836735
0.16527551	0.012244898
0.16527551	0.012653061
0.16527551	0.013061225
0.16527551	0.013469388
0.16527551	0.013877551
0.16527551	0.014285714
0.16527551	0.014693878
0.16527551	0.01510204
0.16527551	0.015510203
0.16527551	0.015918367
0.16527551	0.01632653
0.16527551	0.016734693
0.16527551	0.017142856
0.16527551	0.01755102
0.16527551	0.017959183
0.16527551	0.018367346
0.16527551	0.01877551
0.16527551	0.019183673
0.16527551	0.019591836
0.16527551	0.02
0.1659796	0.0
0.1659796	0.00040816324
0.1659796	0.0008163265
0.1659796	0.0012244898
0.1659796	0.001632653
0.1659796	0.0020408162
0.1659796	0.0024489795
0.1659796	0.0028571426
0.1659796	0.003265306
0.1659796	0.0036734694
0.1659796	0.0040816325
0.1659796	0.004489796
0.1659796	0.004897959
0.1659796	0.0053061224
0.1659796	0.005714285
0.1659796	0.006122449
0.1659796	0.006530612
0.1659796	0.006938775
0.1659796	0.007346939
0.1659796	0.0077551017
0.1659796	0.008163265
0.1659796	0.008571428
0.1659796	0.008979592
0.1659796	0.009387755
0.1659796	0.009795918
0.1659796	0.010204081
0.1659796	0.010612245
0.1659796	0.011020407
0.1659796	0.01142857
0.1659796	0.011836735
0.1659796	0.012244898
0.1659796	0.012653061
0.1659796	0.013061225
0.1659796	0.013469388
0.1659796	0.013877551
0.1659796	0.014285714
0.1659796	0.014693878
0.1659796	0.01510204
0.1659796	0.015510203
0.1659796	0.015918367
0.1659796	0.01632653
0.1659796	0.016734693
0.1659796	0.017142856
0.1659796	0.01755102
0.1659796	0.017959183
0.1659796	0.018367346
0.1659796	0.01877551
0.1659796	0.019183673
0.1659796	0.019591836
0.1659796	0.02
0.16668367	0.0
0.16668367	0.00040816324
0.16668367	0.0008163265
0.16668367	0.0012244898
0.16668367	0.001632653
0.16668367	0.0020408162
0.16668367	0.0024489795
0.16668367	0.0028571426
0.16668367	0.003265306
0.16668367	0.0036734694
0.16668367	0.0040816325
0.16668367	0.004489796
0.16668367	0.004897959
0.16668367	0.0053061224
0.16668367	0.005714285
0.16668367	0.006122449
0.16668367	0.006530612
0.16668367	0.006938775
0.16668367	0.007346939
0.16668367	0.0077551017
0.16668367	0.008163265
0.16668367	0.008571428
0.16668367	0.008979592
0.16668367	0.009387755
0.16668367	0.009795918
0.16668367	0.010204081
0.16668367	0.010612245
0.16668367	0.011020407
0.16668367	0.01142857
0.16668367	0.011836735
0.16668367	0.012244898
0.16668367	0.012653061
0.16668367	0.013061225
0.16668367	0.013469388
0.16668367	0.013877551
0.16668367	0.014285714
0.16668367	0.014693878
0.16668367	0.01510204
0.16668367	0.015510203
0.16668367	0.015918367
0.16668367	0.01632653
0.16668367	0.016734693
0.16668367	0.017142856
0.16668367	0.01755102
0.16668367	0.017959183
0.16668367	0.018367346
0.16668367	0.01877551
0.16668367	0.019183673
0.16668367	0.019591836
0.16668367	0.02
0.16738775	0.0
0.16738775	0.00040816324
0.16738775	0.0008163265
0.16738775	0.0012244898
0.16738775	0.001632653
0.16738775	0.0020408162
0.16738775	0.0024489795
0.16738775	0.0028571426
0.16738775	0.003265306
0.16738775	0.0036734694
0.16738775	0.0040816325
0.16738775	0.004489796
0.16738775	0.004897959
0.16738775	0.0053061224
