 R                       Z                        T
0.135                     0                        304.692526522697
0.135                     4.081632653061224E-4     304.69272675686534
0.135                     8.163265306122448E-4     304.69331347384525
0.135                     0.0012244897959183673    304.6942866736368
0.135                     0.0016326530612244896    304.69564635624
0.135                     0.002040816326530612     304.6973925216548
0.135                     0.0024489795918367346    304.69952516988127
0.135                     0.002857142857142857     304.7020443009194
0.135                     0.0032653061224489793    304.704949914769
0.135                     0.003673469387755102     304.70824201143046
0.135                     0.004081632653061224     304.71192059090333
0.135                     0.004489795918367346     304.7159856531879
0.135                     0.004897959183673469     304.72043719828406
0.135                     0.005306122448979591     304.72527522619197
0.135                     0.005714285714285714     304.7304997369115
0.135                     0.0061224489795918356    304.73611073044253
0.135                     0.0065306122448979586    304.74210820678525
0.135                     0.0069387755102040816    304.7484921659396
0.135                     0.007346938775510204     304.75526260790554
0.135                     0.007755102040816327     304.76241953268317
0.135                     0.008163265306122448     304.7699629402723
0.135                     0.008571428571428572     304.7778928306731
0.135                     0.008979591836734692     304.7862092038856
0.135                     0.009387755102040816     304.7949120599097
0.135                     0.009795918367346938     304.8040013987455
0.135                     0.010204081632653062     304.8134814236928
0.135                     0.010612244897959184     304.82333415580996
0.135                     0.011020408163265308     304.8335493988166
0.135                     0.011428571428571429     304.84412715271276
0.135                     0.01183673469387755      304.8550674174984
0.135                     0.012244897959183675     304.86637019317345
0.135                     0.012653061224489797     304.8780354797381
0.135                     0.01306122448979592      304.89006327719204
0.135                     0.013469387755102043     304.90245358553557
0.135                     0.013877551020408165     304.9152064047686
0.135                     0.014285714285714287     304.928321734891
0.135                     0.01469387755102041      304.94179957590285
0.135                     0.01510204081632653      304.95563992780427
0.135                     0.015510204081632653     304.96984279059524
0.135                     0.015918367346938776     304.9844081642755
0.135                     0.0163265306122449       304.9993360488454
0.135                     0.016734693877551023     305.0146264443046
0.135                     0.017142857142857144     305.0302793506534
0.135                     0.017551020408163264     305.04629476789165
0.135                     0.017959183673469388     305.0626726960193
0.135                     0.018367346938775512     305.07941313503653
0.135                     0.018775510204081632     305.09651608494323
0.135                     0.019183673469387756     305.11398154573925
0.135                     0.019591836734693877     305.131809517425
0.135                     0.02                     305.15
0.13570408163265307       0                        304.691881323894
0.13570408163265307       4.081632653061224E-4     304.69205585270896
0.13570408163265307       8.163265306122448E-4     304.6926334829029
0.13570408163265307       0.0012244897959183673    304.6936139054432
0.13570408163265307       0.0016326530612244896    304.6949808107951
0.13570408163265307       0.002040816326530612     304.69673419895855
0.13570408163265307       0.0024489795918367346    304.6988740699337
0.13570408163265307       0.002857142857142857     304.70140042372043
0.13570408163265307       0.0032653061224489793    304.7043132603188
0.13570408163265307       0.003673469387755102     304.70761257972873
0.13570408163265307       0.004081632653061224     304.7112983819505
0.13570408163265307       0.004489795918367346     304.7153706669837
0.13570408163265307       0.004897959183673469     304.7198294348286
0.13570408163265307       0.005306122448979591     304.724674685485
0.13570408163265307       0.005714285714285714     304.72990641895325
0.13570408163265307       0.0061224489795918356    304.73552463523293
0.13570408163265307       0.0065306122448979586    304.7415293343243
0.13570408163265307       0.0069387755102040816    304.7479205162274
0.13570408163265307       0.007346938775510204     304.754698180942
0.13570408163265307       0.007755102040816327     304.7618623284682
0.13570408163265307       0.008163265306122448     304.76941295880613
0.13570408163265307       0.008571428571428572     304.77735007195565
0.13570408163265307       0.008979591836734692     304.7856736679168
0.13570408163265307       0.009387755102040816     304.79438374668956
0.13570408163265307       0.009795918367346938     304.80344939526526
0.13570408163265307       0.010204081632653062     304.8128286738181
0.13570408163265307       0.010612244897959184     304.82266072071866
0.13570408163265307       0.011020408163265308     304.8328882787951
0.13570408163265307       0.011428571428571429     304.84347834776105
0.13570408163265307       0.01183673469387755      304.8544309276164
0.13570408163265307       0.012244897959183675     304.8657460183613
0.13570408163265307       0.012653061224489797     304.87742361999557
0.13570408163265307       0.01306122448979592      304.88946373251935
0.13570408163265307       0.013469387755102043     304.9018663559326
0.13570408163265307       0.013877551020408165     304.9146314902354
0.13570408163265307       0.014285714285714287     304.9277591354276
0.13570408163265307       0.01469387755102041      304.9412492915092
0.13570408163265307       0.01510204081632653      304.9551019584803
0.13570408163265307       0.015510204081632653     304.96931713634103
0.13570408163265307       0.015918367346938776     304.98389482509117
0.13570408163265307       0.0163265306122449       304.99883502473074
0.13570408163265307       0.016734693877551023     305.01413773525985
0.13570408163265307       0.017142857142857144     305.02980295667834
0.13570408163265307       0.017551020408163264     305.04583068898626
0.13570408163265307       0.017959183673469388     305.0622209321838
0.13570408163265307       0.018367346938775512     305.0789736862708
0.13570408163265307       0.018775510204081632     305.0960889512471
0.13570408163265307       0.019183673469387756     305.113566727113
0.13570408163265307       0.019591836734693877     305.1313140182512
0.13570408163265307       0.02                     305.1493643394516
0.13640816326530614       0                        304.690108010382
0.13640816326530614       4.081632653061224E-4     304.6902868340656
0.13640816326530614       8.163265306122448E-4     304.69085891896367
0.13640816326530614       0.0012244897959183673    304.6918242650759
0.13640816326530614       0.0016326530612244896    304.6931950142351
0.13640816326530614       0.002040816326530612     304.69495562514714
0.13640816326530614       0.0024489795918367346    304.697102718871
0.13640816326530614       0.002857142857142857     304.69963629540644
0.13640816326530614       0.0032653061224489793    304.7025563547534
0.13640816326530614       0.003673469387755102     304.70586289691215
0.13640816326530614       0.004081632653061224     304.70955592188244
0.13640816326530614       0.004489795918367346     304.71363542966435
0.13640816326530614       0.004897959183673469     304.71810142025794
0.13640816326530614       0.005306122448979591     304.72295389366303
0.13640816326530614       0.005714285714285714     304.72819284987986
