R                       Z                        T
0.135                     0                        309.05720531480847
0.135                     4.081632653061224E-4     309.05859170628224
0.135                     8.163265306122448E-4     309.0627584077554
0.135                     0.0012244897959183673    309.06970541922817
0.135                     0.0016326530612244896    309.07943806969456
0.135                     0.002040816326530612     309.0919749390434
0.135                     0.0024489795918367346    309.10731643180225
0.135                     0.002857142857142857     309.12547634521536
0.135                     0.0032653061224489793    309.1464902239127
0.135                     0.003673469387755102     309.17035925491496
0.135                     0.004081632653061224     309.1971025029939
0.135                     0.004489795918367346     309.22677445531383
0.135                     0.004897959183673469     309.25937786600565
0.135                     0.005306122448979591     309.2949361964392
0.135                     0.005714285714285714     309.3335247874857
0.135                     0.0061224489795918356    309.37514881608644
0.135                     0.0065306122448979586    309.41983424198054
0.135                     0.0069387755102040816    309.4676798281067
0.135                     0.007346938775510204     309.5186946862123
0.135                     0.007755102040816327     309.57290572430054
0.135                     0.008163265306122448     309.6304373500159
0.135                     0.008571428571428572     309.69130461182874
0.135                     0.008979591836734692     309.75553400507897
0.135                     0.009387755102040816     309.82327782921425
0.135                     0.009795918367346938     309.8945597691925
0.135                     0.010204081632653062     309.96940470736877
0.135                     0.010612244897959184     310.0479949737506
0.135                     0.011020408163265308     310.1303664626521
0.135                     0.011428571428571429     310.2165414323974
0.135                     0.01183673469387755      310.3067344390231
0.135                     0.012244897959183675     310.40099833288554
0.135                     0.012653061224489797     310.499351673827
0.135                     0.01306122448979592      310.60204346926514
0.135                     0.013469387755102043     310.7091503471242
0.135                     0.013877551020408165     310.82068635131026
0.135                     0.014285714285714287     310.93693672981215
0.135                     0.01469387755102041      311.05801117405184
0.135                     0.01510204081632653      311.1839189071335
0.135                     0.015510204081632653     311.31498341333673
0.135                     0.015918367346938776     311.45136004619275
0.135                     0.0163265306122449       311.5930528970632
0.135                     0.016734693877551023     311.7404283837266
0.135                     0.017142857142857144     311.8937101526751
0.135                     0.017551020408163264     312.052898541128
0.135                     0.017959183673469388     312.2184100792807
0.135                     0.018367346938775512     312.3905648008367
0.135                     0.018775510204081632     312.56935737623303
0.135                     0.019183673469387756     312.7552504410265
0.135                     0.019591836734693877     312.94879798228214
0.135                     0.02                     313.15
0.13570408163265307       0                        309.0530827749757
0.13570408163265307       4.081632653061224E-4     309.0544682800813
0.13570408163265307       8.163265306122448E-4     309.0586282301861
0.13570408163265307       0.0012244897959183673    309.06556667975053
0.13570408163265307       0.0016326530612244896    309.0752878464711
